1	19 Feb 22	0:00:00	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	19 Feb 22	0:01:00	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	19 Feb 22	0:02:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	19 Feb 22	0:03:00	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	52	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	19 Feb 22	0:04:00	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	19 Feb 22	0:05:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	19 Feb 22	0:06:00	1	0	0	0	0	0	0	4	0	0	0	0	0	0	2	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	19 Feb 22	0:07:00	1	0	0	0	0	0	0	1	0	0	0	0	9	0	8	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	19 Feb 22	0:08:00	1	0	0	0	0	0	0	3	0	0	0	0	3	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	19 Feb 22	0:09:00	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	19 Feb 22	0:10:00	1	0	0	0	0	0	0	41	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	19 Feb 22	0:11:00	1	0	0	0	0	0	0	15	0	0	0	1	34	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	19 Feb 22	0:12:00	1	0	0	0	0	0	0	49	0	2	0	2	34	0	1	53	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	19 Feb 22	0:13:00	1	0	0	0	0	0	0	3	0	5	0	5	31	0	5	41	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	19 Feb 22	0:14:00	1	0	0	0	0	0	0	69	0	1	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	19 Feb 22	0:15:00	1	0	0	0	0	0	0	14	0	0	0	3	0	0	0	7	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	19 Feb 22	0:16:00	1	0	0	0	0	0	0	0	0	0	0	5	54	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
