1	19 Feb 22	0:00:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	52	54	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
2	19 Feb 22	0:01:00	1	0	0	0	0	0	0	0	0	2	0	0	51	1	0	0	5	56	1	3	0	3	0	0	0	0	1	2	0	0	3	0	0	0	0	2	0	1	2
3	19 Feb 22	0:02:00	1	0	0	0	0	0	0	1	26	3	0	0	0	2	0	0	0	26	2	2	0	8	0	1	0	0	2	3	0	0	1	0	0	0	0	2	0	10	0
4	19 Feb 22	0:03:00	1	0	0	0	0	0	0	0	19	0	0	14	0	1	0	0	0	0	0	3	0	0	0	1	0	0	1	2	0	0	0	0	0	1	2	0	1	0	0
5	19 Feb 22	0:04:00	1	0	0	0	0	0	0	0	6	0	0	20	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	1	0	0	0	0	0	0	3	0	1	6	0
6	19 Feb 22	0:05:00	1	0	0	0	0	0	0	0	29	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	6	3	0	2	0	0	0	0	0	0	0	2	0	3	0
7	19 Feb 22	0:06:00	1	0	0	0	0	0	0	0	11	7	38	0	0	0	0	0	0	0	0	1	30	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	5	0
8	19 Feb 22	0:07:00	1	0	0	0	0	0	0	0	64	0	57	0	0	1	0	4	0	0	0	0	34	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	5	1
9	19 Feb 22	0:08:00	1	0	0	0	0	0	0	0	35	0	14	0	0	0	0	5	0	0	0	0	14	0	0	1	0	0	0	0	1	0	0	0	0	0	69	35	0	0	1
10	19 Feb 22	0:09:00	1	0	0	0	0	0	0	0	65	0	0	0	0	0	0	4	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	3	62	1	1	8
11	19 Feb 22	0:10:00	1	0	0	0	0	0	0	0	0	0	30	0	0	0	0	5	0	0	1	0	52	0	0	3	0	0	0	0	0	0	0	0	0	0	67	37	6	0	0
12	19 Feb 22	0:11:00	1	0	0	0	0	0	0	0	0	0	14	0	0	0	0	2	15	0	0	0	71	0	0	0	0	0	0	0	0	49	0	0	0	0	6	46	0	1	0
13	19 Feb 22	0:12:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	54	1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	61	66	0	4	2
14	19 Feb 22	0:13:00	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	50	1	53	0	0	0	0	0	0	0	0	0	1	0	0	0	52	1	0	1	1
15	19 Feb 22	0:14:00	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	7	1	0	0	0	0	0	0	31	1	0	0	1	0	0	0	35	27	0	5	1
16	19 Feb 22	0:15:00	1	0	0	0	0	0	0	0	1	0	26	0	0	1	1	0	63	52	30	0	4	0	0	0	0	0	62	0	0	0	0	0	0	0	44	17	0	4	1
17	19 Feb 22	0:16:00	1	0	0	0	0	0	0	0	0	0	23	1	0	0	0	0	11	64	51	1	54	30	0	0	0	1	20	0	0	0	0	0	0	0	63	38	0	4	0
18	19 Feb 22	0:17:00	1	0	0	0	0	0	0	0	0	0	55	1	0	1	0	2	0	53	32	0	56	0	0	0	0	0	53	1	0	0	0	0	0	0	28	54	0	1	3
